Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","112","Jordan","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","68","","Official data"
"TM","Detailed trade matrix","112","Jordan","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","58","","Official data"
"TM","Detailed trade matrix","112","Jordan","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","84","","Official data"
"TM","Detailed trade matrix","112","Jordan","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","7","","Official data"
"TM","Detailed trade matrix","112","Jordan","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","13","","Official data"
"TM","Detailed trade matrix","112","Jordan","179","Qatar","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","112","Jordan","179","Qatar","5922","Export Value","515","Apples","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","112","Jordan","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","24","","Official data"
"TM","Detailed trade matrix","112","Jordan","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","44","","Official data"
"TM","Detailed trade matrix","112","Jordan","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","13","","Official data"
"TM","Detailed trade matrix","112","Jordan","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","24","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","141","Mongolia","5910","Export Quantity","515","Apples","2017","2017","tonnes","35","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","141","Mongolia","5922","Export Value","515","Apples","2017","2017","1000 US$","36","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","235","Uzbekistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","15","","Official data"
"TM","Detailed trade matrix","108","Kazakhstan","235","Uzbekistan","5922","Export Value","515","Apples","2017","2017","1000 US$","10","","Official data"
"TM","Detailed trade matrix","118","Kuwait","102","Iran (Islamic Republic of)","5910","Export Quantity","515","Apples","2017","2017","tonnes","337","","Official data"
"TM","Detailed trade matrix","118","Kuwait","102","Iran (Islamic Republic of)","5922","Export Value","515","Apples","2017","2017","1000 US$","111","","Official data"
"TM","Detailed trade matrix","118","Kuwait","103","Iraq","5910","Export Quantity","515","Apples","2017","2017","tonnes","582","","Official data"
"TM","Detailed trade matrix","118","Kuwait","103","Iraq","5922","Export Value","515","Apples","2017","2017","1000 US$","213","","Official data"
"TM","Detailed trade matrix","118","Kuwait","179","Qatar","5910","Export Quantity","515","Apples","2017","2017","tonnes","61","","Official data"
"TM","Detailed trade matrix","118","Kuwait","179","Qatar","5922","Export Value","515","Apples","2017","2017","1000 US$","23","","Official data"
"TM","Detailed trade matrix","118","Kuwait","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","121","","Official data"
"TM","Detailed trade matrix","118","Kuwait","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","55","","Official data"
"TM","Detailed trade matrix","118","Kuwait","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","216","","Official data"
"TM","Detailed trade matrix","118","Kuwait","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","105","","Official data"
"TM","Detailed trade matrix","113","Kyrgyzstan","108","Kazakhstan","5910","Export Quantity","515","Apples","2017","2017","tonnes","4631","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","113","Kyrgyzstan","108","Kazakhstan","5922","Export Value","515","Apples","2017","2017","1000 US$","2057","","Official data"
"TM","Detailed trade matrix","113","Kyrgyzstan","141","Mongolia","5910","Export Quantity","515","Apples","2017","2017","tonnes","17","","Official data"
"TM","Detailed trade matrix","113","Kyrgyzstan","141","Mongolia","5922","Export Value","515","Apples","2017","2017","1000 US$","4","","Official data"
"TM","Detailed trade matrix","113","Kyrgyzstan","235","Uzbekistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","212","","Official data"
"TM","Detailed trade matrix","113","Kyrgyzstan","235","Uzbekistan","5922","Export Value","515","Apples","2017","2017","1000 US$","57","","Official data"
"TM","Detailed trade matrix","121","Lebanon","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","542","","Official data"
"TM","Detailed trade matrix","121","Lebanon","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","106","","Official data"
"TM","Detailed trade matrix","121","Lebanon","103","Iraq","5910","Export Quantity","515","Apples","2017","2017","tonnes","1032","","Official data"
"TM","Detailed trade matrix","121","Lebanon","103","Iraq","5922","Export Value","515","Apples","2017","2017","1000 US$","296","","Official data"
"TM","Detailed trade matrix","121","Lebanon","112","Jordan","5910","Export Quantity","515","Apples","2017","2017","tonnes","1994","","Official data"
"TM","Detailed trade matrix","121","Lebanon","112","Jordan","5922","Export Value","515","Apples","2017","2017","1000 US$","580","","Official data"
"TM","Detailed trade matrix","121","Lebanon","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","4517","","Official data"
"TM","Detailed trade matrix","121","Lebanon","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","1216","","Official data"
"TM","Detailed trade matrix","121","Lebanon","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","1577","","Official data"
"TM","Detailed trade matrix","121","Lebanon","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","386","","Official data"
"TM","Detailed trade matrix","121","Lebanon","179","Qatar","5910","Export Quantity","515","Apples","2017","2017","tonnes","596","","Official data"
"TM","Detailed trade matrix","121","Lebanon","179","Qatar","5922","Export Value","515","Apples","2017","2017","1000 US$","169","","Official data"
"TM","Detailed trade matrix","121","Lebanon","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","7180","","Official data"
"TM","Detailed trade matrix","121","Lebanon","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","1635","","Official data"
"TM","Detailed trade matrix","121","Lebanon","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","694","","Official data"
"TM","Detailed trade matrix","121","Lebanon","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","153","","Official data"
"TM","Detailed trade matrix","131","Malaysia","16","Bangladesh","5910","Export Quantity","515","Apples","2017","2017","tonnes","150","","Official data"
"TM","Detailed trade matrix","131","Malaysia","16","Bangladesh","5922","Export Value","515","Apples","2017","2017","1000 US$","87","","Official data"
"TM","Detailed trade matrix","131","Malaysia","26","Brunei Darussalam","5910","Export Quantity","515","Apples","2017","2017","tonnes","12","","Official data"
"TM","Detailed trade matrix","131","Malaysia","26","Brunei Darussalam","5922","Export Value","515","Apples","2017","2017","1000 US$","13","","Official data"
"TM","Detailed trade matrix","131","Malaysia","115","Cambodia","5910","Export Quantity","515","Apples","2017","2017","tonnes","6","","Official data"
"TM","Detailed trade matrix","131","Malaysia","115","Cambodia","5922","Export Value","515","Apples","2017","2017","1000 US$","9","","Official data"
"TM","Detailed trade matrix","131","Malaysia","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","206","","Official data"
"TM","Detailed trade matrix","131","Malaysia","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","209","","Official data"
"TM","Detailed trade matrix","131","Malaysia","101","Indonesia","5910","Export Quantity","515","Apples","2017","2017","tonnes","125","","Official data"
"TM","Detailed trade matrix","131","Malaysia","101","Indonesia","5922","Export Value","515","Apples","2017","2017","1000 US$","84","","Official data"
"TM","Detailed trade matrix","131","Malaysia","132","Maldives","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","131","Malaysia","132","Maldives","5922","Export Value","515","Apples","2017","2017","1000 US$","3","","Official data"
"TM","Detailed trade matrix","131","Malaysia","200","Singapore","5910","Export Quantity","515","Apples","2017","2017","tonnes","332","","Official data"
"TM","Detailed trade matrix","131","Malaysia","200","Singapore","5922","Export Value","515","Apples","2017","2017","1000 US$","392","","Official data"
"TM","Detailed trade matrix","131","Malaysia","216","Thailand","5910","Export Quantity","515","Apples","2017","2017","tonnes","190","","Official data"
"TM","Detailed trade matrix","131","Malaysia","216","Thailand","5922","Export Value","515","Apples","2017","2017","1000 US$","58","","Official data"
"TM","Detailed trade matrix","131","Malaysia","176","Timor-Leste","5910","Export Quantity","515","Apples","2017","2017","tonnes","158","","Official data"
"TM","Detailed trade matrix","131","Malaysia","176","Timor-Leste","5922","Export Value","515","Apples","2017","2017","1000 US$","142","","Official data"
"TM","Detailed trade matrix","131","Malaysia","237","Viet Nam","5910","Export Quantity","515","Apples","2017","2017","tonnes","165","","Official data"
"TM","Detailed trade matrix","131","Malaysia","237","Viet Nam","5922","Export Value","515","Apples","2017","2017","1000 US$","192","","Official data"
"TM","Detailed trade matrix","149","Nepal","41","China, mainland","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","149","Nepal","41","China, mainland","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","221","Oman","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","221","Oman","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","221","Oman","16","Bangladesh","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","221","Oman","16","Bangladesh","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","221","Oman","179","Qatar","5910","Export Quantity","515","Apples","2017","2017","tonnes","361","","Official data"
"TM","Detailed trade matrix","221","Oman","179","Qatar","5922","Export Value","515","Apples","2017","2017","1000 US$","459","","Official data"
"TM","Detailed trade matrix","221","Oman","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","53","","Official data"
"TM","Detailed trade matrix","221","Oman","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","59","","Official data"
"TM","Detailed trade matrix","221","Oman","249","Yemen","5910","Export Quantity","515","Apples","2017","2017","tonnes","50","","Official data"
"TM","Detailed trade matrix","221","Oman","249","Yemen","5922","Export Value","515","Apples","2017","2017","1000 US$","33","","Official data"
"TM","Detailed trade matrix","165","Pakistan","2","Afghanistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","","Official data"
"TM","Detailed trade matrix","165","Pakistan","2","Afghanistan","5922","Export Value","515","Apples","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","165","Pakistan","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","35","","Official data"
"TM","Detailed trade matrix","165","Pakistan","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","22","","Official data"
"TM","Detailed trade matrix","165","Pakistan","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","42","","Official data"
"TM","Detailed trade matrix","165","Pakistan","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","27","","Official data"
"TM","Detailed trade matrix","165","Pakistan","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","127","","Official data"
"TM","Detailed trade matrix","165","Pakistan","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","71","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","52","Azerbaijan","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","52","Azerbaijan","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","5","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","115","Cambodia","5910","Export Quantity","515","Apples","2017","2017","tonnes","4","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","115","Cambodia","5922","Export Value","515","Apples","2017","2017","1000 US$","9","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","262","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","726","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","214","China, Taiwan Province of","5910","Export Quantity","515","Apples","2017","2017","tonnes","1567","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","214","China, Taiwan Province of","5922","Export Value","515","Apples","2017","2017","1000 US$","3607","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","101","Indonesia","5910","Export Quantity","515","Apples","2017","2017","tonnes","55","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","101","Indonesia","5922","Export Value","515","Apples","2017","2017","1000 US$","159","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","108","Kazakhstan","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","108","Kazakhstan","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","5","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","131","Malaysia","5910","Export Quantity","515","Apples","2017","2017","tonnes","59","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","131","Malaysia","5922","Export Value","515","Apples","2017","2017","1000 US$","176","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","141","Mongolia","5910","Export Quantity","515","Apples","2017","2017","tonnes","22","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","141","Mongolia","5922","Export Value","515","Apples","2017","2017","1000 US$","97","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","28","Myanmar","5910","Export Quantity","515","Apples","2017","2017","tonnes","13","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","28","Myanmar","5922","Export Value","515","Apples","2017","2017","1000 US$","33","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","171","Philippines","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","171","Philippines","5922","Export Value","515","Apples","2017","2017","1000 US$","8","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","12","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","200","Singapore","5910","Export Quantity","515","Apples","2017","2017","tonnes","330","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","200","Singapore","5922","Export Value","515","Apples","2017","2017","1000 US$","724","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","216","Thailand","5910","Export Quantity","515","Apples","2017","2017","tonnes","20","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","216","Thailand","5922","Export Value","515","Apples","2017","2017","1000 US$","45","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","237","Viet Nam","5910","Export Quantity","515","Apples","2017","2017","tonnes","409","","Official data"
"TM","Detailed trade matrix","117","Republic of Korea","237","Viet Nam","5922","Export Value","515","Apples","2017","2017","1000 US$","1206","","Official data"
"TM","Detailed trade matrix","194","Saudi Arabia","26","Brunei Darussalam","5910","Export Quantity","515","Apples","2017","2017","tonnes","19","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","194","Saudi Arabia","26","Brunei Darussalam","5922","Export Value","515","Apples","2017","2017","1000 US$","28","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","194","Saudi Arabia","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","194","Saudi Arabia","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","1","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","194","Saudi Arabia","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","12","*","Unofficial figure"
"TM","Detailed trade matrix","194","Saudi Arabia","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","5","*","Unofficial figure"
"TM","Detailed trade matrix","200","Singapore","26","Brunei Darussalam","5910","Export Quantity","515","Apples","2017","2017","tonnes","1185","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","26","Brunei Darussalam","5922","Export Value","515","Apples","2017","2017","1000 US$","1716","","Official data"
"TM","Detailed trade matrix","200","Singapore","115","Cambodia","5910","Export Quantity","515","Apples","2017","2017","tonnes","284","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","115","Cambodia","5922","Export Value","515","Apples","2017","2017","1000 US$","505","","Official data"
"TM","Detailed trade matrix","200","Singapore","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","13","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","49","","Official data"
"TM","Detailed trade matrix","200","Singapore","50","Cyprus","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","50","Cyprus","5922","Export Value","515","Apples","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","200","Singapore","101","Indonesia","5910","Export Quantity","515","Apples","2017","2017","tonnes","2210","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","101","Indonesia","5922","Export Value","515","Apples","2017","2017","1000 US$","2743","","Official data"
"TM","Detailed trade matrix","200","Singapore","131","Malaysia","5910","Export Quantity","515","Apples","2017","2017","tonnes","1754","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","131","Malaysia","5922","Export Value","515","Apples","2017","2017","1000 US$","2037","","Official data"
"TM","Detailed trade matrix","200","Singapore","28","Myanmar","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","28","Myanmar","5922","Export Value","515","Apples","2017","2017","1000 US$","9","","Official data"
"TM","Detailed trade matrix","200","Singapore","38","Sri Lanka","5910","Export Quantity","515","Apples","2017","2017","tonnes","3","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","38","Sri Lanka","5922","Export Value","515","Apples","2017","2017","1000 US$","10","","Official data"
"TM","Detailed trade matrix","200","Singapore","216","Thailand","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","216","Thailand","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","200","Singapore","176","Timor-Leste","5910","Export Quantity","515","Apples","2017","2017","tonnes","219","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","176","Timor-Leste","5922","Export Value","515","Apples","2017","2017","1000 US$","293","","Official data"
"TM","Detailed trade matrix","200","Singapore","237","Viet Nam","5910","Export Quantity","515","Apples","2017","2017","tonnes","2","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","200","Singapore","237","Viet Nam","5922","Export Value","515","Apples","2017","2017","1000 US$","4","","Official data"
"TM","Detailed trade matrix","212","Syrian Arab Republic","112","Jordan","5910","Export Quantity","515","Apples","2017","2017","tonnes","2734","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","212","Syrian Arab Republic","112","Jordan","5922","Export Value","515","Apples","2017","2017","1000 US$","1660","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","212","Syrian Arab Republic","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","177","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","212","Syrian Arab Republic","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","108","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","216","Thailand","16","Bangladesh","5910","Export Quantity","515","Apples","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","216","Thailand","16","Bangladesh","5922","Export Value","515","Apples","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","216","Thailand","115","Cambodia","5910","Export Quantity","515","Apples","2017","2017","tonnes","3","","Official data"
"TM","Detailed trade matrix","216","Thailand","115","Cambodia","5922","Export Value","515","Apples","2017","2017","1000 US$","8","","Official data"
"TM","Detailed trade matrix","216","Thailand","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","5","","Official data"
"TM","Detailed trade matrix","216","Thailand","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","10","","Official data"
"TM","Detailed trade matrix","216","Thailand","120","Lao People's Democratic Republic","5910","Export Quantity","515","Apples","2017","2017","tonnes","8516","","Official data"
"TM","Detailed trade matrix","216","Thailand","120","Lao People's Democratic Republic","5922","Export Value","515","Apples","2017","2017","1000 US$","3320","","Official data"
"TM","Detailed trade matrix","216","Thailand","131","Malaysia","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","216","Thailand","131","Malaysia","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","216","Thailand","132","Maldives","5910","Export Quantity","515","Apples","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","216","Thailand","132","Maldives","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","216","Thailand","28","Myanmar","5910","Export Quantity","515","Apples","2017","2017","tonnes","1256","","Official data"
"TM","Detailed trade matrix","216","Thailand","28","Myanmar","5922","Export Value","515","Apples","2017","2017","1000 US$","755","","Official data"
"TM","Detailed trade matrix","216","Thailand","200","Singapore","5910","Export Quantity","515","Apples","2017","2017","tonnes","84","","Official data"
"TM","Detailed trade matrix","216","Thailand","200","Singapore","5922","Export Value","515","Apples","2017","2017","1000 US$","113","","Official data"
"TM","Detailed trade matrix","216","Thailand","38","Sri Lanka","5910","Export Quantity","515","Apples","2017","2017","tonnes","3","","Official data"
"TM","Detailed trade matrix","216","Thailand","38","Sri Lanka","5922","Export Value","515","Apples","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","223","Turkey","2","Afghanistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","1156","","Official data"
"TM","Detailed trade matrix","223","Turkey","2","Afghanistan","5922","Export Value","515","Apples","2017","2017","1000 US$","401","","Official data"
"TM","Detailed trade matrix","223","Turkey","52","Azerbaijan","5910","Export Quantity","515","Apples","2017","2017","tonnes","319","","Official data"
"TM","Detailed trade matrix","223","Turkey","52","Azerbaijan","5922","Export Value","515","Apples","2017","2017","1000 US$","50","","Official data"
"TM","Detailed trade matrix","223","Turkey","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","54","","Official data"
"TM","Detailed trade matrix","223","Turkey","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","29","","Official data"
"TM","Detailed trade matrix","223","Turkey","16","Bangladesh","5910","Export Quantity","515","Apples","2017","2017","tonnes","252","","Official data"
"TM","Detailed trade matrix","223","Turkey","16","Bangladesh","5922","Export Value","515","Apples","2017","2017","1000 US$","79","","Official data"
"TM","Detailed trade matrix","223","Turkey","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","41","","Official data"
"TM","Detailed trade matrix","223","Turkey","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","19","","Official data"
"TM","Detailed trade matrix","223","Turkey","50","Cyprus","5910","Export Quantity","515","Apples","2017","2017","tonnes","3054","","Official data"
"TM","Detailed trade matrix","223","Turkey","50","Cyprus","5922","Export Value","515","Apples","2017","2017","1000 US$","1164","","Official data"
"TM","Detailed trade matrix","223","Turkey","73","Georgia","5910","Export Quantity","515","Apples","2017","2017","tonnes","1136","","Official data"
"TM","Detailed trade matrix","223","Turkey","73","Georgia","5922","Export Value","515","Apples","2017","2017","1000 US$","187","","Official data"
"TM","Detailed trade matrix","223","Turkey","100","India","5910","Export Quantity","515","Apples","2017","2017","tonnes","5852","","Official data"
"TM","Detailed trade matrix","223","Turkey","100","India","5922","Export Value","515","Apples","2017","2017","1000 US$","3826","","Official data"
"TM","Detailed trade matrix","223","Turkey","102","Iran (Islamic Republic of)","5910","Export Quantity","515","Apples","2017","2017","tonnes","570","","Official data"
"TM","Detailed trade matrix","223","Turkey","102","Iran (Islamic Republic of)","5922","Export Value","515","Apples","2017","2017","1000 US$","202","","Official data"
"TM","Detailed trade matrix","223","Turkey","103","Iraq","5910","Export Quantity","515","Apples","2017","2017","tonnes","131045","","Official data"
"TM","Detailed trade matrix","223","Turkey","103","Iraq","5922","Export Value","515","Apples","2017","2017","1000 US$","27863","","Official data"
"TM","Detailed trade matrix","223","Turkey","105","Israel","5910","Export Quantity","515","Apples","2017","2017","tonnes","563","","Official data"
"TM","Detailed trade matrix","223","Turkey","105","Israel","5922","Export Value","515","Apples","2017","2017","1000 US$","484","","Official data"
"TM","Detailed trade matrix","223","Turkey","112","Jordan","5910","Export Quantity","515","Apples","2017","2017","tonnes","2429","","Official data"
"TM","Detailed trade matrix","223","Turkey","112","Jordan","5922","Export Value","515","Apples","2017","2017","1000 US$","960","","Official data"
"TM","Detailed trade matrix","223","Turkey","108","Kazakhstan","5910","Export Quantity","515","Apples","2017","2017","tonnes","3","","Official data"
"TM","Detailed trade matrix","223","Turkey","108","Kazakhstan","5922","Export Value","515","Apples","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","223","Turkey","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","651","","Official data"
"TM","Detailed trade matrix","223","Turkey","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","303","","Official data"
"TM","Detailed trade matrix","223","Turkey","131","Malaysia","5910","Export Quantity","515","Apples","2017","2017","tonnes","1456","","Official data"
"TM","Detailed trade matrix","223","Turkey","131","Malaysia","5922","Export Value","515","Apples","2017","2017","1000 US$","913","","Official data"
"TM","Detailed trade matrix","223","Turkey","132","Maldives","5910","Export Quantity","515","Apples","2017","2017","tonnes","7","","Official data"
"TM","Detailed trade matrix","223","Turkey","132","Maldives","5922","Export Value","515","Apples","2017","2017","1000 US$","14","","Official data"
"TM","Detailed trade matrix","223","Turkey","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","312","","Official data"
"TM","Detailed trade matrix","223","Turkey","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","92","","Official data"
"TM","Detailed trade matrix","223","Turkey","165","Pakistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","1725","","Official data"
